episode,win_rate,draw_rate
0,0.0,0.125
100,0.0,0.22
200,0.0,0.445
300,0.0,0.56
400,0.0,0.7
500,0.0,0.82
600,0.0,0.915
700,0.0,0.94
800,0.0,0.97
900,0.0,0.935
1000,0.0,0.96
1100,0.0,0.97
1200,0.0,0.935
1300,0.0,0.955
1400,0.0,0.995
