episode,win_rate,draw_rate
0,0.0,0.1
100,0.0,0.345
200,0.0,0.485
300,0.0,0.695
400,0.0,0.795
500,0.0,0.88
600,0.0,0.92
700,0.0,0.925
800,0.0,0.815
900,0.0,0.955
1000,0.0,0.935
1100,0.0,0.945
1200,0.0,0.965
1300,0.0,0.955
1400,0.0,0.955
1500,0.0,0.92
1600,0.0,0.955
1700,0.0,0.98
1800,0.0,0.915
1900,0.0,0.975
2000,0.0,0.985
2100,0.0,0.96
2200,0.0,0.94
2300,0.0,0.96
2400,0.0,0.96
2500,0.0,0.96
2600,0.0,0.99
