episode,win_rate,draw_rate
0,0.0,0.145
100,0.0,0.155
200,0.0,0.23
300,0.0,0.395
400,0.0,0.595
500,0.0,0.775
600,0.0,0.885
700,0.0,0.915
800,0.0,0.885
900,0.0,0.875
1000,0.0,0.91
1100,0.0,0.94
1200,0.0,0.925
1300,0.0,0.95
1400,0.0,0.955
1500,0.0,0.935
1600,0.0,0.965
1700,0.0,0.985
1800,0.0,0.99
