pretrain_steps,seed,threshold,episodes_to_target,model_hidden_dim,model_heads,model_depth,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
60,0,0.8,300,128,4,2,0.1087932008989051,0.03139669453154958,0.964017521902378
60,0,0.9,400,128,4,2,0.1087932008989051,0.03139669453154958,0.964017521902378
60,0,0.97,700,128,4,2,0.1087932008989051,0.03139669453154958,0.964017521902378
60,0,0.99,900,128,4,2,0.1087932008989051,0.03139669453154958,0.964017521902378
