episode,win_rate,draw_rate
0,0.0,0.25
100,0.0,0.545
200,0.0,0.73
300,0.0,0.88
400,0.0,0.935
500,0.0,0.915
600,0.0,0.94
700,0.0,0.94
800,0.0,0.96
900,0.0,0.93
1000,0.0,0.95
1100,0.0,0.955
1200,0.0,0.985
1300,0.0,0.98
1400,0.0,0.96
1500,0.0,0.99
