episode,win_rate,draw_rate
0,0.0,0.325
100,0.0,0.48
200,0.0,0.675
300,0.0,0.835
400,0.0,0.89
500,0.0,0.935
600,0.0,0.935
700,0.0,0.955
800,0.0,0.945
900,0.0,0.965
1000,0.0,0.965
1100,0.0,0.975
1200,0.0,0.96
1300,0.0,0.97
1400,0.0,0.975
1500,0.0,0.955
1600,0.0,0.985
1700,0.0,0.985
1800,0.0,0.975
1900,0.0,0.975
2000,0.0,1.0
