episode,win_rate,draw_rate
0,0.0,0.285
100,0.0,0.595
200,0.0,0.835
300,0.0,0.95
400,0.0,0.98
500,0.0,0.975
600,0.0,0.92
700,0.0,0.97
800,0.0,0.98
900,0.0,0.995
