episode,win_rate,draw_rate
0,0.0,0.225
100,0.0,0.23
200,0.0,0.265
300,0.0,0.29
400,0.0,0.39
500,0.0,0.515
600,0.0,0.66
700,0.0,0.805
800,0.0,0.885
900,0.0,0.9
1000,0.0,0.93
1100,0.0,0.955
1200,0.0,0.975
1300,0.0,0.955
1400,0.0,0.95
1500,0.0,0.96
1600,0.0,0.96
1700,0.0,0.945
1800,0.0,0.99
