episode,win_rate,draw_rate
0,0.0,0.12
100,0.0,0.25
200,0.0,0.49
300,0.0,0.7
400,0.0,0.895
500,0.0,0.9
600,0.0,0.92
700,0.0,0.95
800,0.0,0.975
900,0.0,0.975
1000,0.0,0.97
1100,0.0,0.965
1200,0.0,0.955
1300,0.0,0.96
1400,0.0,0.975
1500,0.0,0.98
1600,0.0,0.98
1700,0.0,0.965
1800,0.0,0.975
1900,0.0,0.98
2000,0.0,0.97
2100,0.0,0.965
2200,0.0,0.975
2300,0.0,0.98
2400,0.0,0.97
2500,0.0,0.97
2600,0.0,0.98
2700,0.0,0.965
2800,0.0,0.98
2900,0.0,0.99
