pretrain_steps,seed,threshold,episodes_to_target,model_hidden_dim,model_heads,model_depth,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
40,0,0.8,300,192,6,2,0.2632789423116321,0.07373359678783266,0.8935872221228917
40,0,0.9,400,192,6,2,0.2632789423116321,0.07373359678783266,0.8935872221228917
40,0,0.97,700,192,6,2,0.2632789423116321,0.07373359678783266,0.8935872221228917
40,0,0.99,1000,192,6,2,0.2632789423116321,0.07373359678783266,0.8935872221228917
