episode,win_rate,draw_rate
0,0.0,0.17
100,0.0,0.445
200,0.0,0.7
300,0.0,0.87
400,0.0,0.885
500,0.0,0.94
600,0.0,0.955
700,0.0,0.97
800,0.0,0.97
900,0.0,0.985
1000,0.0,0.965
1100,0.0,0.95
1200,0.0,0.965
1300,0.0,0.98
1400,0.0,0.99
