episode,win_rate,draw_rate
0,0.0,0.11
100,0.0,0.285
200,0.0,0.615
300,0.0,0.895
400,0.0,0.91
500,0.0,0.985
600,0.0,0.93
700,0.0,0.96
800,0.0,0.975
900,0.0,0.89
1000,0.0,0.965
1100,0.0,0.925
1200,0.0,0.98
1300,0.0,0.985
1400,0.0,0.965
1500,0.0,0.975
1600,0.0,0.975
1700,0.0,0.995
