episode,win_rate,draw_rate
0,0.0,0.28
100,0.0,0.495
200,0.0,0.73
300,0.0,0.86
400,0.0,0.9
500,0.0,0.905
600,0.0,0.96
700,0.0,0.935
800,0.0,0.975
900,0.0,0.95
1000,0.0,0.97
1100,0.0,0.975
1200,0.0,0.965
1300,0.0,0.995
