episode,win_rate,draw_rate
0,0.0,0.19
100,0.0,0.35
200,0.0,0.55
300,0.0,0.76
400,0.0,0.945
500,0.0,0.955
600,0.0,0.975
700,0.0,0.975
800,0.0,1.0
