episode,win_rate,draw_rate
0,0.0,0.13
100,0.0,0.3
200,0.0,0.445
300,0.0,0.56
400,0.0,0.73
500,0.0,0.845
600,0.0,0.945
700,0.0,0.97
800,0.0,0.995
