pretrain_steps,seed,threshold,episodes_to_target,model_hidden_dim,model_heads,model_depth,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
0,0,0.8,500,192,6,2,2.1819653448810437,2.6412644069423137,0.007077299004708266
0,0,0.9,600,192,6,2,2.1819653448810437,2.6412644069423137,0.007077299004708266
0,0,0.97,700,192,6,2,2.1819653448810437,2.6412644069423137,0.007077299004708266
0,0,0.99,800,192,6,2,2.1819653448810437,2.6412644069423137,0.007077299004708266
