episode,win_rate,draw_rate
0,0.0,0.115
100,0.0,0.245
200,0.0,0.375
300,0.0,0.65
400,0.0,0.735
500,0.0,0.835
600,0.0,0.91
700,0.0,0.9
800,0.0,0.93
900,0.0,0.905
1000,0.0,0.96
1100,0.0,0.955
1200,0.0,0.93
1300,0.0,0.945
1400,0.0,0.98
1500,0.0,0.98
1600,0.0,0.975
1700,0.0,0.96
1800,0.0,0.96
1900,0.0,0.97
2000,0.0,0.97
2100,0.0,0.985
2200,0.0,0.99
