run_name,pretrain_steps,seed,model_hidden_dim,model_heads,model_depth,episode,win_rate,draw_rate
pretrain_20_half-seed3,20,3,96,3,2,2000,0.0,0.96
pretrain_20_half-seed3,20,3,96,3,2,2100,0.0,0.955
pretrain_20_half-seed3,20,3,96,3,2,2200,0.0,0.945
pretrain_20_half-seed3,20,3,96,3,2,2300,0.0,0.95
pretrain_20_half-seed3,20,3,96,3,2,2400,0.0,0.97
pretrain_20_half-seed3,20,3,96,3,2,2500,0.0,0.98
pretrain_20_half-seed3,20,3,96,3,2,2600,0.0,0.97
pretrain_20_half-seed3,20,3,96,3,2,2700,0.0,0.975
pretrain_20_half-seed3,20,3,96,3,2,2800,0.0,0.97
pretrain_20_half-seed3,20,3,96,3,2,2900,0.0,0.965
pretrain_20_half-seed3,20,3,96,3,2,3000,0.0,0.985
pretrain_20_half-seed3,20,3,96,3,2,3100,0.0,0.99
pretrain_20_half-seed4,20,4,96,3,2,0,0.0,0.095
pretrain_20_half-seed4,20,4,96,3,2,100,0.0,0.15
pretrain_20_half-seed4,20,4,96,3,2,200,0.0,0.325
pretrain_20_half-seed4,20,4,96,3,2,300,0.0,0.465
pretrain_20_half-seed4,20,4,96,3,2,400,0.0,0.635
pretrain_20_half-seed4,20,4,96,3,2,500,0.0,0.77
pretrain_20_half-seed4,20,4,96,3,2,600,0.0,0.8
pretrain_20_half-seed4,20,4,96,3,2,700,0.0,0.83
pretrain_20_half-seed4,20,4,96,3,2,800,0.0,0.84
pretrain_20_half-seed4,20,4,96,3,2,900,0.0,0.865
pretrain_20_half-seed4,20,4,96,3,2,1000,0.0,0.905
pretrain_20_half-seed4,20,4,96,3,2,1100,0.0,0.915
pretrain_20_half-seed4,20,4,96,3,2,1200,0.0,0.905
pretrain_20_half-seed4,20,4,96,3,2,1300,0.0,0.93
pretrain_20_half-seed4,20,4,96,3,2,1400,0.0,0.945
pretrain_20_half-seed4,20,4,96,3,2,1500,0.0,0.955
pretrain_20_half-seed4,20,4,96,3,2,1600,0.0,0.975
pretrain_20_half-seed4,20,4,96,3,2,1700,0.0,0.945
pretrain_20_half-seed4,20,4,96,3,2,1800,0.0,0.97
pretrain_20_half-seed4,20,4,96,3,2,1900,0.0,0.975
pretrain_20_half-seed4,20,4,96,3,2,2000,0.0,0.945
pretrain_20_half-seed4,20,4,96,3,2,2100,0.0,0.965
pretrain_20_half-seed4,20,4,96,3,2,2200,0.0,0.955
pretrain_20_half-seed4,20,4,96,3,2,2300,0.0,0.965
pretrain_20_half-seed4,20,4,96,3,2,2400,0.0,0.955
pretrain_20_half-seed4,20,4,96,3,2,2500,0.0,0.95
pretrain_20_half-seed4,20,4,96,3,2,2600,0.0,0.945
pretrain_20_half-seed4,20,4,96,3,2,2700,0.0,0.99
pretrain_40_half-seed0,40,0,96,3,2,0,0.0,0.08
pretrain_40_half-seed0,40,0,96,3,2,100,0.0,0.165
pretrain_40_half-seed0,40,0,96,3,2,200,0.0,0.09
pretrain_40_half-seed0,40,0,96,3,2,300,0.0,0.155
pretrain_40_half-seed0,40,0,96,3,2,400,0.0,0.26
pretrain_40_half-seed0,40,0,96,3,2,500,0.0,0.27
pretrain_40_half-seed0,40,0,96,3,2,600,0.0,0.375
pretrain_40_half-seed0,40,0,96,3,2,700,0.0,0.365
pretrain_40_half-seed0,40,0,96,3,2,800,0.0,0.605
pretrain_40_half-seed0,40,0,96,3,2,900,0.0,0.76
pretrain_40_half-seed0,40,0,96,3,2,1000,0.0,0.895
pretrain_40_half-seed0,40,0,96,3,2,1100,0.0,0.895
pretrain_40_half-seed0,40,0,96,3,2,1200,0.0,0.895
pretrain_40_half-seed0,40,0,96,3,2,1300,0.0,0.955
pretrain_40_half-seed0,40,0,96,3,2,1400,0.0,0.945
pretrain_40_half-seed0,40,0,96,3,2,1500,0.0,0.945
pretrain_40_half-seed0,40,0,96,3,2,1600,0.0,0.965
pretrain_40_half-seed0,40,0,96,3,2,1700,0.0,0.965
pretrain_40_half-seed0,40,0,96,3,2,1800,0.0,0.96
pretrain_40_half-seed0,40,0,96,3,2,1900,0.0,0.955
pretrain_40_half-seed0,40,0,96,3,2,2000,0.0,0.97
pretrain_40_half-seed0,40,0,96,3,2,2100,0.0,0.99
pretrain_40_half-seed1,40,1,96,3,2,0,0.0,0.17
pretrain_40_half-seed1,40,1,96,3,2,100,0.0,0.25
pretrain_40_half-seed1,40,1,96,3,2,200,0.0,0.295
pretrain_40_half-seed1,40,1,96,3,2,300,0.0,0.455
pretrain_40_half-seed1,40,1,96,3,2,400,0.0,0.655
pretrain_40_half-seed1,40,1,96,3,2,500,0.0,0.69
pretrain_40_half-seed1,40,1,96,3,2,600,0.0,0.765
pretrain_40_half-seed1,40,1,96,3,2,700,0.0,0.84
