episode,win_rate,draw_rate
0,0.0,0.11
100,0.0,0.17
200,0.0,0.255
300,0.0,0.47
400,0.0,0.585
500,0.0,0.685
600,0.0,0.84
700,0.0,0.855
800,0.0,0.915
900,0.0,0.87
1000,0.0,0.925
1100,0.0,0.925
1200,0.0,0.925
1300,0.0,0.93
1400,0.0,0.96
1500,0.0,0.94
1600,0.0,0.95
1700,0.0,0.93
1800,0.0,0.96
1900,0.0,0.985
2000,0.0,0.96
2100,0.0,0.97
2200,0.0,0.98
2300,0.0,0.945
2400,0.0,0.99
