episode,win_rate,draw_rate
0,0.0,0.165
100,0.0,0.23
200,0.0,0.345
300,0.0,0.53
400,0.0,0.665
500,0.0,0.805
600,0.0,0.94
700,0.0,0.96
800,0.0,0.975
900,0.0,0.98
1000,0.0,0.97
1100,0.0,0.995
