episode,win_rate,draw_rate
0,0.0,0.205
100,0.0,0.26
200,0.0,0.265
300,0.0,0.33
400,0.0,0.495
500,0.0,0.625
600,0.0,0.735
700,0.0,0.825
800,0.0,0.865
900,0.0,0.91
1000,0.0,0.905
1100,0.0,0.925
1200,0.0,0.97
1300,0.0,0.95
1400,0.0,0.965
1500,0.0,0.96
1600,0.0,0.965
1700,0.0,0.96
1800,0.0,0.975
1900,0.0,0.98
2000,0.0,0.97
2100,0.0,0.985
2200,0.0,0.98
2300,0.0,0.98
2400,0.0,0.975
2500,0.0,0.985
2600,0.0,0.99
