episode,win_rate,draw_rate
0,0.0,0.59
100,0.0,0.55
200,0.0,0.785
300,0.0,0.93
400,0.0,0.975
500,0.0,0.97
600,0.0,0.96
700,0.0,0.985
800,0.0,0.995
