episode,win_rate,draw_rate
0,0.0,0.06
100,0.0,0.185
200,0.0,0.39
300,0.0,0.67
400,0.0,0.88
500,0.0,0.865
600,0.0,0.975
700,0.0,0.975
800,0.0,0.985
900,0.0,0.985
1000,0.0,0.99
