episode,win_rate,draw_rate
0,0.0,0.095
100,0.0,0.13
200,0.0,0.24
300,0.0,0.54
400,0.0,0.745
500,0.0,0.87
600,0.0,0.925
700,0.0,0.95
800,0.0,0.97
900,0.0,0.955
1000,0.0,0.985
1100,0.0,0.95
1200,0.0,0.975
1300,0.0,0.985
1400,0.0,0.995
