episode,win_rate,draw_rate
0,0.0,0.25
100,0.0,0.455
200,0.0,0.54
300,0.0,0.725
400,0.0,0.815
500,0.0,0.815
600,0.0,0.91
700,0.0,0.92
800,0.0,0.93
900,0.0,0.94
1000,0.0,0.965
1100,0.0,0.975
1200,0.0,0.965
1300,0.0,0.95
1400,0.0,0.94
1500,0.0,0.95
1600,0.0,0.95
1700,0.0,0.98
1800,0.0,0.97
1900,0.0,0.98
2000,0.0,0.98
2100,0.0,0.975
2200,0.0,0.98
2300,0.0,0.965
2400,0.0,0.99
