pretrain_steps,seed,threshold,episodes_to_target,model_hidden_dim,model_heads,model_depth,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
100,3,0.8,200,192,6,2,0.033203997672176085,0.030670572395752126,0.9939805709517849
100,3,0.9,200,192,6,2,0.033203997672176085,0.030670572395752126,0.9939805709517849
100,3,0.97,500,192,6,2,0.033203997672176085,0.030670572395752126,0.9939805709517849
100,3,0.99,500,192,6,2,0.033203997672176085,0.030670572395752126,0.9939805709517849
