episode,win_rate,draw_rate
0,0.0,0.12
100,0.0,0.19
200,0.0,0.3
300,0.0,0.385
400,0.0,0.56
500,0.0,0.76
600,0.0,0.815
700,0.0,0.88
800,0.0,0.94
900,0.0,0.94
1000,0.0,0.9
1100,0.0,0.955
1200,0.0,0.95
1300,0.0,0.93
1400,0.0,0.94
1500,0.0,0.955
1600,0.0,0.965
1700,0.0,0.965
1800,0.0,0.95
1900,0.0,0.98
2000,0.0,0.975
2100,0.0,0.955
2200,0.0,0.975
2300,0.0,0.96
2400,0.0,0.955
2500,0.0,0.965
2600,0.0,0.99
