pretrain_steps,seed,threshold,episodes_to_target,model_hidden_dim,model_heads,model_depth,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
40,3,0.8,600,96,3,2,0.2613553732013708,0.04431357198082951,0.905000297991537
40,3,0.9,800,96,3,2,0.2613553732013708,0.04431357198082951,0.905000297991537
40,3,0.97,1900,96,3,2,0.2613553732013708,0.04431357198082951,0.905000297991537
40,3,0.99,2600,96,3,2,0.2613553732013708,0.04431357198082951,0.905000297991537
