episode,win_rate,draw_rate
0,0.0,0.13
100,0.0,0.14
200,0.0,0.24
300,0.0,0.465
400,0.0,0.655
500,0.0,0.895
600,0.0,0.935
700,0.0,0.96
800,0.0,0.955
900,0.0,0.98
1000,0.0,0.97
1100,0.0,0.965
1200,0.0,0.94
1300,0.0,0.97
1400,0.0,0.97
1500,0.0,0.99
