episode,win_rate,draw_rate
0,0.0,0.25
100,0.0,0.445
200,0.0,0.825
300,0.0,0.925
400,0.0,0.915
500,0.0,0.945
600,0.0,0.985
700,0.0,0.975
800,0.0,0.99
