episode,win_rate,draw_rate
0,0.0,0.08
100,0.0,0.17
200,0.0,0.175
300,0.0,0.475
400,0.0,0.705
500,0.0,0.925
600,0.0,0.935
700,0.0,0.965
800,0.0,0.965
900,0.0,0.93
1000,0.0,0.955
1100,0.0,0.985
1200,0.0,0.995
