episode,win_rate,draw_rate
0,0.0,0.055
100,0.0,0.27
200,0.0,0.455
300,0.0,0.735
400,0.0,0.825
500,0.0,0.895
600,0.0,0.865
700,0.0,0.925
800,0.0,0.96
900,0.0,0.92
1000,0.0,0.935
1100,0.0,0.95
1200,0.0,0.945
1300,0.0,0.955
1400,0.0,0.98
1500,0.0,0.985
1600,0.0,0.97
1700,0.0,0.97
1800,0.0,0.98
1900,0.0,0.965
2000,0.0,0.97
2100,0.0,0.96
2200,0.0,0.97
2300,0.0,0.945
2400,0.0,0.975
2500,0.0,0.995
