episode,win_rate,draw_rate
0,0.0,0.19
100,0.0,0.26
200,0.0,0.245
300,0.0,0.47
400,0.0,0.48
500,0.0,0.69
600,0.0,0.79
700,0.0,0.88
800,0.0,0.915
900,0.0,0.95
1000,0.0,0.96
1100,0.0,0.955
1200,0.0,0.94
1300,0.0,0.975
1400,0.0,0.96
1500,0.0,0.975
1600,0.0,0.97
1700,0.0,0.995
