episode,win_rate,draw_rate
0,0.0,0.18
100,0.0,0.175
200,0.0,0.23
300,0.0,0.27
400,0.0,0.3
500,0.0,0.445
600,0.0,0.56
700,0.0,0.67
800,0.0,0.75
900,0.0,0.88
1000,0.0,0.9
1100,0.0,0.925
1200,0.0,0.95
1300,0.0,0.94
1400,0.0,0.965
1500,0.0,0.94
1600,0.0,0.99
