episode,win_rate,draw_rate
0,0.0,0.185
100,0.0,0.2
200,0.0,0.29
300,0.0,0.41
400,0.0,0.465
500,0.0,0.62
600,0.0,0.805
700,0.0,0.775
800,0.0,0.855
900,0.0,0.92
1000,0.0,0.955
1100,0.0,0.925
1200,0.0,0.945
1300,0.0,0.965
1400,0.0,0.945
1500,0.0,0.965
1600,0.0,0.975
1700,0.0,0.975
1800,0.0,0.99
