episode,win_rate,draw_rate
0,0.0,0.2
100,0.0,0.305
200,0.0,0.555
300,0.0,0.74
400,0.0,0.805
500,0.0,0.875
600,0.0,0.94
700,0.0,0.955
800,0.0,0.92
900,0.0,0.97
1000,0.0,0.965
1100,0.0,0.96
1200,0.0,0.96
1300,0.0,0.98
1400,0.0,0.97
1500,0.0,0.97
1600,0.0,0.98
1700,0.0,0.98
1800,0.0,0.985
1900,0.0,0.97
2000,0.0,0.99
