episode,win_rate,draw_rate
0,0.0,0.305
100,0.0,0.43
200,0.0,0.675
300,0.0,0.865
400,0.0,0.9
500,0.0,0.955
600,0.0,0.915
700,0.0,0.94
800,0.0,0.955
900,0.0,0.93
1000,0.0,0.975
1100,0.0,0.965
1200,0.0,0.94
1300,0.0,0.965
1400,0.0,0.955
1500,0.0,0.955
1600,0.0,0.975
1700,0.0,0.97
1800,0.0,0.99
