episode,win_rate,draw_rate
0,0.0,0.17
100,0.0,0.25
200,0.0,0.295
300,0.0,0.455
400,0.0,0.655
500,0.0,0.69
600,0.0,0.765
700,0.0,0.84
800,0.0,0.89
900,0.0,0.9
1000,0.0,0.92
1100,0.0,0.965
1200,0.0,0.945
1300,0.0,0.955
1400,0.0,0.95
1500,0.0,0.945
1600,0.0,0.95
1700,0.0,0.96
1800,0.0,0.97
1900,0.0,0.975
2000,0.0,0.96
2100,0.0,0.98
2200,0.0,0.97
2300,0.0,0.94
2400,0.0,0.995
