episode,win_rate,draw_rate
0,0.0,0.5
100,0.0,0.81
200,0.0,0.925
300,0.0,0.96
400,0.0,0.935
500,0.0,0.955
600,0.0,0.975
700,0.0,0.985
800,0.0,0.995
