run_name,pretrain_steps,seed,model_hidden_dim,model_heads,model_depth,episode,win_rate,draw_rate
pretrain_60_double-seed4,60,4,192,6,2,400,0.0,0.98
pretrain_60_double-seed4,60,4,192,6,2,500,0.0,0.975
pretrain_60_double-seed4,60,4,192,6,2,600,0.0,0.92
pretrain_60_double-seed4,60,4,192,6,2,700,0.0,0.97
pretrain_60_double-seed4,60,4,192,6,2,800,0.0,0.98
pretrain_60_double-seed4,60,4,192,6,2,900,0.0,0.995
pretrain_80_double-seed0,80,0,192,6,2,0,0.0,0.365
pretrain_80_double-seed0,80,0,192,6,2,100,0.0,0.93
pretrain_80_double-seed0,80,0,192,6,2,200,0.0,0.965
pretrain_80_double-seed0,80,0,192,6,2,300,0.0,0.985
pretrain_80_double-seed0,80,0,192,6,2,400,0.0,0.995
pretrain_80_double-seed1,80,1,192,6,2,0,0.0,0.405
pretrain_80_double-seed1,80,1,192,6,2,100,0.0,0.78
pretrain_80_double-seed1,80,1,192,6,2,200,0.0,0.945
pretrain_80_double-seed1,80,1,192,6,2,300,0.0,0.935
pretrain_80_double-seed1,80,1,192,6,2,400,0.0,0.965
pretrain_80_double-seed1,80,1,192,6,2,500,0.0,0.965
pretrain_80_double-seed1,80,1,192,6,2,600,0.0,0.985
pretrain_80_double-seed1,80,1,192,6,2,700,0.0,1.0
pretrain_80_double-seed2,80,2,192,6,2,0,0.0,0.395
pretrain_80_double-seed2,80,2,192,6,2,100,0.0,0.63
pretrain_80_double-seed2,80,2,192,6,2,200,0.0,0.97
pretrain_80_double-seed2,80,2,192,6,2,300,0.0,0.995
pretrain_80_double-seed3,80,3,192,6,2,0,0.0,0.465
pretrain_80_double-seed3,80,3,192,6,2,100,0.0,0.545
pretrain_80_double-seed3,80,3,192,6,2,200,0.0,0.84
pretrain_80_double-seed3,80,3,192,6,2,300,0.0,0.86
pretrain_80_double-seed3,80,3,192,6,2,400,0.0,0.95
pretrain_80_double-seed3,80,3,192,6,2,500,0.0,0.99
pretrain_80_double-seed4,80,4,192,6,2,0,0.0,0.455
pretrain_80_double-seed4,80,4,192,6,2,100,0.0,0.86
pretrain_80_double-seed4,80,4,192,6,2,200,0.0,0.885
pretrain_80_double-seed4,80,4,192,6,2,300,0.0,0.94
pretrain_80_double-seed4,80,4,192,6,2,400,0.0,0.985
pretrain_80_double-seed4,80,4,192,6,2,500,0.0,0.985
pretrain_80_double-seed4,80,4,192,6,2,600,0.0,0.99
pretrain_100_double-seed0,100,0,192,6,2,0,0.0,0.915
