run_name,pretrain_steps,seed,model_hidden_dim,model_heads,model_depth,threshold,episodes_to_target,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
pretrain_0_double-seed0,0,0,192,6,2,0.8,500,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed0,0,0,192,6,2,0.9,600,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed0,0,0,192,6,2,0.97,700,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed0,0,0,192,6,2,0.99,800,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed1,0,1,192,6,2,0.8,400,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed1,0,1,192,6,2,0.9,500,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed1,0,1,192,6,2,0.97,700,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed1,0,1,192,6,2,0.99,900,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed2,0,2,192,6,2,0.8,600,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed2,0,2,192,6,2,0.9,700,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed2,0,2,192,6,2,0.97,900,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed2,0,2,192,6,2,0.99,1300,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed3,0,3,192,6,2,0.8,500,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed3,0,3,192,6,2,0.9,600,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed3,0,3,192,6,2,0.97,800,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed3,0,3,192,6,2,0.99,1100,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed4,0,4,192,6,2,0.8,1000,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed4,0,4,192,6,2,0.9,1100,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed4,0,4,192,6,2,0.97,1400,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_0_double-seed4,0,4,192,6,2,0.99,1400,2.1819653448810437,2.6412644069423137,0.007077299004708266
pretrain_20_double-seed0,20,0,192,6,2,0.8,500,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed0,20,0,192,6,2,0.9,500,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed0,20,0,192,6,2,0.97,1100,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed0,20,0,192,6,2,0.99,1200,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed1,20,1,192,6,2,0.8,500,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed1,20,1,192,6,2,0.9,600,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed1,20,1,192,6,2,0.97,800,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed1,20,1,192,6,2,0.99,1400,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed2,20,2,192,6,2,0.8,400,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed2,20,2,192,6,2,0.9,600,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed2,20,2,192,6,2,0.97,600,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed2,20,2,192,6,2,0.99,1000,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed3,20,3,192,6,2,0.8,500,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed3,20,3,192,6,2,0.9,600,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed3,20,3,192,6,2,0.97,700,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed3,20,3,192,6,2,0.99,1300,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed4,20,4,192,6,2,0.8,500,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed4,20,4,192,6,2,0.9,600,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed4,20,4,192,6,2,0.97,900,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_20_double-seed4,20,4,192,6,2,0.99,1500,0.5376644960368544,0.2357237954710641,0.7578967757315692
pretrain_40_double-seed0,40,0,192,6,2,0.8,300,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed0,40,0,192,6,2,0.9,400,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed0,40,0,192,6,2,0.97,700,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed0,40,0,192,6,2,0.99,1000,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed1,40,1,192,6,2,0.8,400,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed1,40,1,192,6,2,0.9,400,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed1,40,1,192,6,2,0.97,700,0.2632789423116321,0.07373359678783266,0.8935872221228917
pretrain_40_double-seed1,40,1,192,6,2,0.99,700,0.2632789423116321,0.07373359678783266,0.8935872221228917
