episode,win_rate,draw_rate
0,0.0,0.095
100,0.0,0.15
200,0.0,0.325
300,0.0,0.465
400,0.0,0.635
500,0.0,0.77
600,0.0,0.8
700,0.0,0.83
800,0.0,0.84
900,0.0,0.865
1000,0.0,0.905
1100,0.0,0.915
1200,0.0,0.905
1300,0.0,0.93
1400,0.0,0.945
1500,0.0,0.955
1600,0.0,0.975
1700,0.0,0.945
1800,0.0,0.97
1900,0.0,0.975
2000,0.0,0.945
2100,0.0,0.965
2200,0.0,0.955
2300,0.0,0.965
2400,0.0,0.955
2500,0.0,0.95
2600,0.0,0.945
2700,0.0,0.99
