episode,win_rate,draw_rate
0,0.0,0.215
100,0.0,0.265
200,0.0,0.255
300,0.0,0.365
400,0.0,0.455
500,0.0,0.645
600,0.0,0.745
700,0.0,0.885
800,0.0,0.89
900,0.0,0.92
1000,0.0,0.945
1100,0.0,0.945
1200,0.0,0.955
1300,0.0,0.93
1400,0.0,0.95
1500,0.0,0.94
1600,0.0,0.945
1700,0.0,0.98
1800,0.0,0.99
