pretrain_steps,seed,threshold,episodes_to_target,model_hidden_dim,model_heads,model_depth,pretrain_policy_loss,pretrain_value_loss,pretrain_accuracy
100,2,0.8,100,128,4,2,0.03856368307131921,0.015536280228006547,0.9860986947970678
100,2,0.9,100,128,4,2,0.03856368307131921,0.015536280228006547,0.9860986947970678
100,2,0.97,200,128,4,2,0.03856368307131921,0.015536280228006547,0.9860986947970678
100,2,0.99,300,128,4,2,0.03856368307131921,0.015536280228006547,0.9860986947970678
